date,name,isHoliday,holidayCategory,description
2010-03-14,,True,星期六、星期日,
2010-03-20,,True,星期六、星期日,
2010-03-21,,True,星期六、星期日,
2010-03-27,,True,星期六、星期日,
2010-03-28,,True,星期六、星期日,
2010-04-03,,True,星期六、星期日,
2010-04-04,,True,星期六、星期日,
2010-04-05,清明節、兒童節,True,放假之紀念日及節日,
2010-04-10,,True,星期六、星期日,
2010-04-11,,True,星期六、星期日,
2010-04-17,,True,星期六、星期日,
2010-04-18,,True,星期六、星期日,
2010-04-24,,True,星期六、星期日,
2010-04-25,,True,星期六、星期日,
2010-05-01,,True,星期六、星期日,
2010-05-02,,True,星期六、星期日,
2010-05-08,,True,星期六、星期日,
2010-05-09,,True,星期六、星期日,
2010-05-15,,True,星期六、星期日,
2010-05-16,,True,星期六、星期日,
2010-05-22,,True,星期六、星期日,
2010-05-23,,True,星期六、星期日,
2010-05-29,,True,星期六、星期日,
2010-05-30,,True,星期六、星期日,
2010-06-05,,True,星期六、星期日,
2010-06-06,,True,星期六、星期日,
2010-06-12,,True,星期六、星期日,
2010-06-13,,True,星期六、星期日,
2010-06-16,端午節,True,放假之紀念日及節日,
2010-06-19,,True,星期六、星期日,
2010-06-20,,True,星期六、星期日,
2010-06-26,,True,星期六、星期日,
2010-06-27,,True,星期六、星期日,
2010-07-03,,True,星期六、星期日,
2010-07-04,,True,星期六、星期日,
2010-07-10,,True,星期六、星期日,
2010-07-11,,True,星期六、星期日,
2010-07-17,,True,星期六、星期日,
2010-07-18,,True,星期六、星期日,
2010-07-24,,True,星期六、星期日,
2010-07-25,,True,星期六、星期日,
2010-07-31,,True,星期六、星期日,
2010-08-01,,True,星期六、星期日,
2010-08-07,,True,星期六、星期日,
2010-08-08,,True,星期六、星期日,
2010-08-14,,True,星期六、星期日,
2010-08-15,,True,星期六、星期日,
2010-08-21,,True,星期六、星期日,
2010-08-22,,True,星期六、星期日,
2010-08-28,,True,星期六、星期日,
2010-08-29,,True,星期六、星期日,
2010-09-04,,True,星期六、星期日,
2010-09-05,,True,星期六、星期日,
2010-09-11,,True,星期六、星期日,
2010-09-12,,True,星期六、星期日,
2010-09-18,,True,星期六、星期日,
2010-09-19,,True,星期六、星期日,
2010-09-22,中秋節,True,放假之紀念日及節日,
2010-09-25,,True,星期六、星期日,
2010-09-26,,True,星期六、星期日,
2010-10-02,,True,星期六、星期日,
2010-10-03,,True,星期六、星期日,
2010-10-09,,True,星期六、星期日,
2010-10-10,國慶日,True,放假之紀念日及節日,
2010-10-16,,True,星期六、星期日,
2010-10-17,,True,星期六、星期日,
2010-10-23,,True,星期六、星期日,
2010-10-24,,True,星期六、星期日,
2010-10-30,,True,星期六、星期日,
2010-10-31,,True,星期六、星期日,
2010-11-06,,True,星期六、星期日,
2010-11-07,,True,星期六、星期日,
2010-11-13,,True,星期六、星期日,
2010-11-14,,True,星期六、星期日,
2010-11-20,,True,星期六、星期日,
2010-11-21,,True,星期六、星期日,
2010-11-27,,True,星期六、星期日,
2010-11-28,,True,星期六、星期日,
2010-12-04,,True,星期六、星期日,
2010-12-05,,True,星期六、星期日,
2010-12-11,,True,星期六、星期日,
2010-12-12,,True,星期六、星期日,
2010-12-18,,True,星期六、星期日,
2010-12-19,,True,星期六、星期日,
2010-12-25,,True,星期六、星期日,
2010-12-26,,True,星期六、星期日,
2011-01-01,,True,放假之紀念日及節日,
2011-01-02,,True,星期六、星期日,
2011-01-08,,True,星期六、星期日,
2011-01-09,,True,星期六、星期日,
2011-01-15,,True,星期六、星期日,
2011-01-16,,True,星期六、星期日,
2011-01-22,,True,星期六、星期日,
2011-01-23,,True,星期六、星期日,
2011-01-29,,True,星期六、星期日,
2011-01-30,,True,星期六、星期日,
2011-02-02,春節,True,紀念日及節日,
2011-02-03,春節,True,紀念日及節日,
2011-02-04,春節,True,紀念日及節日,
2011-02-05,春節,True,紀念日及節日,
2011-02-06,,True,星期六、星期日,
2011-02-07,,True,補假,
2011-02-12,,True,星期六、星期日,
2011-02-13,,True,星期六、星期日,
2011-02-19,,True,星期六、星期日,
2011-02-20,,True,星期六、星期日,
2011-02-26,,True,星期六、星期日,
2011-02-27,,True,星期六、星期日,
2011-02-28,和平紀念日,True,放假之紀念日及節日,
2011-03-05,,True,星期六、星期日,
2011-03-06,,True,星期六、星期日,
2011-03-12,,True,星期六、星期日,
2011-03-13,,True,星期六、星期日,
2011-03-19,,True,星期六、星期日,
2011-03-20,,True,星期六、星期日,
2011-03-26,,True,星期六、星期日,
2011-03-27,,True,星期六、星期日,
2011-04-02,,True,星期六、星期日,
2011-04-03,,True,星期六、星期日,
2011-04-04,兒童節,True,放假之紀念日及節日,
2011-04-05,清明節,True,放假之紀念日及節日,
2011-04-09,,True,星期六、星期日,
2011-04-10,,True,星期六、星期日,
2011-04-16,,True,星期六、星期日,
2011-04-17,,True,星期六、星期日,
2011-04-23,,True,星期六、星期日,
2011-04-24,,True,星期六、星期日,
2011-04-30,,True,星期六、星期日,
2011-05-01,,True,星期六、星期日,
2011-05-07,,True,星期六、星期日,
2011-05-08,,True,星期六、星期日,
2011-05-14,,True,星期六、星期日,
2011-05-15,,True,星期六、星期日,
2011-05-21,,True,星期六、星期日,
2011-05-22,,True,星期六、星期日,
2011-05-28,,True,星期六、星期日,
2011-05-29,,True,星期六、星期日,
2011-06-04,,True,星期六、星期日,
2011-06-05,,True,星期六、星期日,
2011-06-06,端午節,True,放假之紀念日及節日,
2011-06-11,,True,星期六、星期日,
2011-06-12,,True,星期六、星期日,
2011-06-18,,True,星期六、星期日,
2011-06-19,,True,星期六、星期日,
2011-06-25,,True,星期六、星期日,
2011-06-26,,True,星期六、星期日,
2011-07-02,,True,星期六、星期日,
2011-07-03,,True,星期六、星期日,
2011-07-09,,True,星期六、星期日,
2011-07-10,,True,星期六、星期日,
2011-07-16,,True,星期六、星期日,
2011-07-17,,True,星期六、星期日,
2011-07-23,,True,星期六、星期日,
2011-07-24,,True,星期六、星期日,
2011-07-30,,True,星期六、星期日,
2011-07-31,,True,星期六、星期日,
2011-08-06,,True,星期六、星期日,
2011-08-07,,True,星期六、星期日,
2011-08-13,,True,星期六、星期日,
2011-08-14,,True,星期六、星期日,
2011-08-20,,True,星期六、星期日,
2011-08-21,,True,星期六、星期日,
2011-08-27,,True,星期六、星期日,
2011-08-28,,True,星期六、星期日,
2011-09-03,,True,星期六、星期日,
2011-09-04,,True,星期六、星期日,
2011-09-10,,True,星期六、星期日,
2011-09-11,,True,星期六、星期日,
2011-09-12,中秋節,True,放假之紀念日及節日,
2011-09-17,,True,星期六、星期日,
2011-09-18,,True,星期六、星期日,
2011-09-24,,True,星期六、星期日,
2011-09-25,,True,星期六、星期日,
2011-10-01,,True,星期六、星期日,
2011-10-02,,True,星期六、星期日,
2011-10-08,,True,星期六、星期日,
2011-10-09,,True,星期六、星期日,
2011-10-10,國慶日,True,放假之紀念日及節日,
2011-10-15,,True,星期六、星期日,
2011-10-16,,True,星期六、星期日,
2011-10-22,,True,星期六、星期日,
2011-10-23,,True,星期六、星期日,
2011-10-29,,True,星期六、星期日,
2011-10-30,,True,星期六、星期日,
2011-11-05,,True,星期六、星期日,
2011-11-06,,True,星期六、星期日,
2011-11-12,,True,星期六、星期日,
2011-11-13,,True,星期六、星期日,
2011-11-19,,True,星期六、星期日,
2011-11-20,,True,星期六、星期日,
2011-11-26,,True,星期六、星期日,
2011-11-27,,True,星期六、星期日,
2011-12-03,,True,星期六、星期日,
2011-12-04,,True,星期六、星期日,
2011-12-10,,True,星期六、星期日,
2011-12-11,,True,星期六、星期日,
2011-12-17,,True,星期六、星期日,
2011-12-18,,True,星期六、星期日,
2011-12-24,,True,星期六、星期日,
2011-12-25,,True,星期六、星期日,
2011-12-31,,True,星期六、星期日,
2012-01-01,,True,放假之紀念日及節日,
2012-01-07,,True,星期六、星期日,
2012-01-08,,True,星期六、星期日,
2012-01-14,,True,星期六、星期日,
2012-01-15,,True,星期六、星期日,
2012-01-21,,True,星期六、星期日,
2012-01-22,春節,True,紀念日及節日,
2012-01-23,春節,True,紀念日及節日,
2012-01-24,春節,True,紀念日及節日,
2012-01-25,春節,True,紀念日及節日,
2012-01-26,,True,補假,
2012-01-27,,True,調整放假日,
2012-01-28,,True,星期六、星期日,
2012-01-29,,True,星期六、星期日,
2012-02-04,,False,補行上班日,
2012-02-05,,True,星期六、星期日,
2012-02-11,,True,星期六、星期日,
2012-02-12,,True,星期六、星期日,
2012-02-18,,True,星期六、星期日,
2012-02-19,,True,星期六、星期日,
2012-02-25,,True,星期六、星期日,
2012-02-26,,True,星期六、星期日,
2012-02-27,,True,調整放假日,
2012-02-28,和平紀念日,True,放假之紀念日及節日,
2012-03-03,,False,補行上班日,
2012-03-04,,True,星期六、星期日,
2012-03-10,,True,星期六、星期日,
2012-03-11,,True,星期六、星期日,
2012-03-17,,True,星期六、星期日,
2012-03-18,,True,星期六、星期日,
2012-03-24,,True,星期六、星期日,
2012-03-25,,True,星期六、星期日,
2012-03-31,,True,星期六、星期日,
2012-04-01,,True,星期六、星期日,
2012-04-04,兒童節、清明節,True,放假之紀念日及節日,
2012-04-07,,True,星期六、星期日,
2012-04-08,,True,星期六、星期日,
2012-04-14,,True,星期六、星期日,
2012-04-15,,True,星期六、星期日,
2012-04-21,,True,星期六、星期日,
2012-04-22,,True,星期六、星期日,
2012-04-28,,True,星期六、星期日,
2012-04-29,,True,星期六、星期日,
2012-05-05,,True,星期六、星期日,
2012-05-06,,True,星期六、星期日,
2012-05-12,,True,星期六、星期日,
2012-05-13,,True,星期六、星期日,
2012-05-19,,True,星期六、星期日,
2012-05-20,,True,星期六、星期日,
2012-05-26,,True,星期六、星期日,
2012-05-27,,True,星期六、星期日,
2012-06-02,,True,星期六、星期日,
2012-06-03,,True,星期六、星期日,
2012-06-09,,True,星期六、星期日,
2012-06-10,,True,星期六、星期日,
2012-06-16,,True,星期六、星期日,
2012-06-17,,True,星期六、星期日,
2012-06-23,端午節,True,放假之紀念日及節日,
2012-06-23,,True,星期六、星期日,
2012-06-30,,True,星期六、星期日,
2012-07-01,,True,星期六、星期日,
2012-07-07,,True,星期六、星期日,
2012-07-08,,True,星期六、星期日,
2012-07-14,,True,星期六、星期日,
2012-07-15,,True,星期六、星期日,
2012-07-21,,True,星期六、星期日,
2012-07-22,,True,星期六、星期日,
2012-07-28,,True,星期六、星期日,
2012-07-29,,True,星期六、星期日,
2012-08-04,,True,星期六、星期日,
2012-08-05,,True,星期六、星期日,
2012-08-11,,True,星期六、星期日,
2012-08-12,,True,星期六、星期日,
2012-08-18,,True,星期六、星期日,
2012-08-19,,True,星期六、星期日,
2012-08-25,,True,星期六、星期日,
2012-08-26,,True,星期六、星期日,
2012-09-01,,True,星期六、星期日,
2012-09-02,,True,星期六、星期日,
2012-09-08,,True,星期六、星期日,
2012-09-09,,True,星期六、星期日,
2012-09-15,,True,星期六、星期日,
2012-09-16,,True,星期六、星期日,
2012-09-22,,True,星期六、星期日,
2012-09-23,,True,星期六、星期日,
2012-09-29,,True,星期六、星期日,
2012-09-30,中秋節,True,放假之紀念日及節日,
2012-10-06,,True,星期六、星期日,
2012-10-07,,True,星期六、星期日,
2012-10-10,國慶日,True,放假之紀念日及節日,
2012-10-13,,True,星期六、星期日,
2012-10-14,,True,星期六、星期日,
2012-10-20,,True,星期六、星期日,
2012-10-21,,True,星期六、星期日,
2012-10-27,,True,星期六、星期日,
2012-10-28,,True,星期六、星期日,
2012-11-03,,True,星期六、星期日,
2012-11-04,,True,星期六、星期日,
2012-11-10,,True,星期六、星期日,
2012-11-11,,True,星期六、星期日,
2012-11-17,,True,星期六、星期日,
2012-11-18,,True,星期六、星期日,
2012-11-24,,True,星期六、星期日,
2012-11-25,,True,星期六、星期日,
2012-12-01,,True,星期六、星期日,
2012-12-02,,True,星期六、星期日,
2012-12-08,,True,星期六、星期日,
2012-12-09,,True,星期六、星期日,
2012-12-15,,True,星期六、星期日,
2012-12-16,,True,星期六、星期日,
2012-12-22,,False,補行上班日,
2012-12-23,,True,星期六、星期日,
2012-12-29,,True,星期六、星期日,
2012-12-30,,True,星期六、星期日,
2012-12-31,,True,補假,
2013-01-01,中華民國開國紀念日,True,放假之紀念日及節日,全國各機關學校放假一日。
2013-01-05,,True,星期六、星期日,
2013-01-06,,True,星期六、星期日,
2013-01-12,,True,星期六、星期日,
2013-01-13,,True,星期六、星期日,
2013-01-19,,True,星期六、星期日,
2013-01-20,,True,星期六、星期日,
2013-01-26,,True,星期六、星期日,
2013-01-27,,True,星期六、星期日,
2013-02-02,,True,星期六、星期日,
2013-02-03,,True,星期六、星期日,
2013-02-09,農曆除夕,True,放假之紀念日及節日,全國各機關學校放假一日，適逢星期六，於二月十三日補假一日。
2013-02-10,春節,True,放假之紀念日及節日,全國各機關學校於二月十日至二月十二日放假三日，二月十日適逢星期日，於二月十四日補假一日。
2013-02-11,春節,True,放假之紀念日及節日,全國各機關學校於二月十日至二月十二日放假三日，二月十日適逢星期日，於二月十四日補假一日。
2013-02-12,春節,True,放假之紀念日及節日,全國各機關學校於二月十日至二月十二日放假三日，二月十日適逢星期日，於二月十四日補假一日。
2013-02-13,,True,補假,
2013-02-14,,True,補假,
2013-02-15,,True,調整放假日,二月十五日全國各機關學校調整假，於二月二十三日補行上班一日。
2013-02-16,,True,星期六、星期日,
2013-02-17,,True,星期六、星期日,
2013-02-23,,False,補行上班日,
2013-02-24,,True,星期日,
2013-02-28,和平紀念日,True,放假之紀念日及節日,全國各機關學校放假一日。
2013-03-02,,True,星期六、星期日,
2013-03-03,,True,星期六、星期日,
2013-03-08,婦女節,False,紀念日及節日,本日照常上班。
2013-03-09,,True,星期六、星期日,
2013-03-10,,True,星期六、星期日,
2013-03-16,,True,星期六、星期日,
2013-03-17,,True,星期六、星期日,
2013-03-23,,True,星期六、星期日,
2013-03-24,,True,星期六、星期日,
2013-03-29,青年節,False,紀念日及節日,本日照常上班。
2013-03-30,,True,星期六、星期日,
2013-03-31,,True,星期六、星期日,
2013-04-04,清明節、兒童節,True,放假之紀念日及節日,全國各機關學校放假一日，適逢民族掃墓節，調整至四月五日放假。
2013-04-05,,True,調整放假日,
2013-04-06,,True,星期六、星期日,
2013-04-07,,True,星期六、星期日,
2013-04-13,,True,星期六、星期日,
2013-04-14,,True,星期六、星期日,
2013-04-20,,True,星期六、星期日,
2013-04-21,,True,星期六、星期日,
2013-04-27,,True,星期六、星期日,
2013-04-28,,True,星期六、星期日,
2013-05-04,,True,星期六、星期日,
2013-05-05,,True,星期六、星期日,
2013-05-11,,True,星期六、星期日,
2013-05-12,,True,星期六、星期日,
2013-05-18,,True,星期六、星期日,
2013-05-19,,True,星期六、星期日,
2013-05-25,,True,星期六、星期日,
2013-05-26,,True,星期六、星期日,
2013-06-01,,True,星期六、星期日,
2013-06-02,,True,星期六、星期日,
2013-06-08,,True,星期六、星期日,
2013-06-09,,True,星期六、星期日,
2013-06-12,端午節,True,放假之紀念日及節日,全國各機關學校放假一日。
2013-06-15,,True,星期六、星期日,
2013-06-16,,True,星期六、星期日,
2013-06-22,,True,星期六、星期日,
2013-06-23,,True,星期六、星期日,
2013-06-29,,True,星期六、星期日,
2013-06-30,,True,星期六、星期日,
2013-07-06,,True,星期六、星期日,
2013-07-07,,True,星期六、星期日,
2013-07-13,,True,星期六、星期日,
2013-07-14,,True,星期六、星期日,
2013-07-20,,True,星期六、星期日,
2013-07-21,,True,星期六、星期日,
2013-07-27,,True,星期六、星期日,
2013-07-28,,True,星期六、星期日,
2013-08-03,,True,星期六、星期日,
2013-08-04,,True,星期六、星期日,
2013-08-10,,True,星期六、星期日,
2013-08-11,,True,星期六、星期日,
2013-08-17,,True,星期六、星期日,
2013-08-18,,True,星期六、星期日,
2013-08-24,,True,星期六、星期日,
2013-08-25,,True,星期六、星期日,
2013-08-31,,True,星期六、星期日,
2013-09-01,,True,星期六、星期日,
2013-09-07,,True,星期六、星期日,
2013-09-08,,True,星期六、星期日,
2013-09-14,,False,補行上班日,
2013-09-15,,True,星期日,
2013-09-19,中秋節,True,放假之紀念日及節日,全國各機關學校放假一日。
2013-09-20,,True,調整放假日,九月二十日全國各機關學校調整放假，於九月十四日補行上班一日
2013-09-21,,True,星期六、星期日,
2013-09-22,,True,星期六、星期日,
2013-09-28,教師節,True,紀念日及節日,適逢星期六放假一日
2013-09-29,,True,星期六、星期日,
2013-10-05,,True,星期六、星期日,
2013-10-06,,True,星期六、星期日,
2013-10-10,國慶日,True,放假之紀念日及節日,全國各機關學校放假一日。
2013-10-12,,True,星期六、星期日,
2013-10-13,,True,星期六、星期日,
2013-10-19,,True,星期六、星期日,
2013-10-20,,True,星期六、星期日,
2013-10-25,臺灣光復節,False,紀念日及節日,本日照常上班。
2013-10-26,,True,星期六、星期日,
2013-10-27,,True,星期六、星期日,
2013-11-02,,True,星期六、星期日,
2013-11-03,,True,星期六、星期日,
2013-11-09,,True,星期六、星期日,
2013-11-10,,True,星期六、星期日,
2013-11-12,國父誕辰紀念日(中華文化復興節),False,紀念日及節日,本日照常上班。
2013-11-16,,True,星期六、星期日,
2013-11-17,,True,星期六、星期日,
2013-11-23,,True,星期六、星期日,
2013-11-24,,True,星期六、星期日,
2013-11-30,,True,星期六、星期日,
2013-12-01,,True,星期六、星期日,
2013-12-07,,True,星期六、星期日,
2013-12-08,,True,星期六、星期日,
2013-12-14,,True,星期六、星期日,
2013-12-15,,True,星期六、星期日,
2013-12-21,,True,星期六、星期日,
2013-12-22,,True,星期六、星期日,
2013-12-25,行憲紀念日,False,紀念日及節日,本日照常上班。
2013-12-28,,True,星期六、星期日,
2013-12-29,,True,星期六、星期日,
2014-01-01,中華民國開國紀念日,True,放假之紀念日及節日,全國各機關學校放假一日。
2014-01-04,,True,星期六、星期日,
2014-01-05,,True,星期六、星期日,
2014-01-11,,True,星期六、星期日,
2014-01-12,,True,星期六、星期日,
2014-01-18,,True,星期六、星期日,
2014-01-19,,True,星期六、星期日,
